Route Distance (km),Route Duration (min),Transportation Mode,Make,Model,Fuel Type,Engine Specs,Fuel Efficiency (km/L),Vehicle CO2 Emissions (g/km),Traffic Information,Elevation Data (m),Road Types,Estimated CO2 Emissions (g/km) for trip
40,55,Car,Mahindra,KUV100 NXT,Petrol,1.2,18,120,Normal traffic,0,Highway,100
50,60,Car,Mahindra,XUV500,Petrol,2,13,195,Heavy traffic,100,Highway,195
30,45,Car,Mahindra,XUV500,Diesel,2.2,15,160,Moderate traffic,50,Local road,160
20,30,Car,Mahindra,XUV500,Petrol,2,13,195,Light traffic,20,Hill road,195
40,55,Car,Mahindra,XUV500,Diesel,2.2,15,160,Normal traffic,0,Highway,160
50,60,Car,Mahindra,XUV500,Petrol,2,13,195,Heavy traffic,100,Hill road,195
30,45,Car,Mahindra,XUV500,Diesel,2.2,15,160,Moderate traffic,50,Highway,160
20,30,Car,Mahindra,XUV500,Petrol,2,13,195,Light traffic,20,Local road,195
40,55,Car,Mahindra,XUV500,Diesel,2.2,15,160,Normal traffic,0,Hill road,160
50,60,Car,Mahindra,XUV500,Petrol,2,13,195,Heavy traffic,100,Highway,195
30,45,Car,Mahindra,XUV500,Diesel,2.2,15,160,Moderate traffic,50,Local road,160
20,30,Car,Mahindra,XUV500,Petrol,2,13,195,Light traffic,20,Hill road,195
40,55,Car,Mahindra,XUV500,Diesel,2.2,15,160,Normal traffic,0,Highway,160
50,60,Car,Mahindra,XUV500,Petrol,2,13,195,Heavy traffic,100,Hill road,195
30,45,Car,Mahindra,XUV500,Diesel,2.2,15,160,Moderate traffic,50,Highway,160
20,30,Car,Mahindra,XUV500,Petrol,2,13,195,Light traffic,20,Local road,195
40,55,Car,Mahindra,XUV500,Diesel,2.2,15,160,Normal traffic,0,Hill road,160
50,60,Car,Mahindra,XUV500,Petrol,2,13,195,Heavy traffic,100,Highway,195
30,45,Car,Mahindra,XUV500,Diesel,2.2,15,160,Moderate traffic,50,Local road,160
20,30,Car,Mahindra,XUV500,Petrol,2,13,195,Light traffic,20,Hill road,195
40,55,Car,Mahindra,XUV500,Diesel,2.2,15,160,Normal traffic,0,Highway,160
50,60,Car,Mahindra,XUV500,Petrol,2,13,195,Heavy traffic,100,Hill road,195
30,45,Car,Mahindra,XUV500,Diesel,2.2,15,160,Moderate traffic,50,Highway,160
20,30,Car,Mahindra,XUV500,Petrol,2,13,195,Light traffic,20,Local road,195
40,55,Car,Mahindra,XUV500,Diesel,2.2,15,160,Normal traffic,0,Hill road,160
50,60,Car,Mahindra,XUV500,Petrol,2,13,195,Heavy traffic,100,Highway,195
30,45,Car,Mahindra,XUV500,Diesel,2.2,15,160,Moderate traffic,50,Local road,160
50,60,Car,Mahindra,TUV300,Petrol,1.2,13,195,Heavy traffic,100,Highway,195
30,45,Car,Mahindra,TUV300,Diesel,1.5,16,150,Moderate traffic,50,Local road,150
20,30,Car,Mahindra,TUV300,Petrol,1.2,13,195,Light traffic,20,Hill road,195
40,55,Car,Mahindra,TUV300,Diesel,1.5,16,150,Normal traffic,0,Highway,150
50,60,Car,Mahindra,TUV300,Petrol,1.2,13,195,Heavy traffic,100,Hill road,195
30,45,Car,Mahindra,TUV300,Diesel,1.5,16,150,Moderate traffic,50,Highway,150
20,30,Car,Mahindra,TUV300,Petrol,1.2,13,195,Light traffic,20,Local road,195
40,55,Car,Mahindra,TUV300,Diesel,1.5,16,150,Normal traffic,0,Hill road,150
50,60,Car,Mahindra,TUV300,Petrol,1.2,13,195,Heavy traffic,100,Highway,195
30,45,Car,Mahindra,TUV300,Diesel,1.5,16,150,Moderate traffic,50,Local road,150
20,30,Car,Mahindra,TUV300,Petrol,1.2,13,195,Light traffic,20,Hill road,195
40,55,Car,Mahindra,TUV300,Diesel,1.5,16,150,Normal traffic,0,Highway,150
50,60,Car,Mahindra,TUV300,Petrol,1.2,13,195,Heavy traffic,100,Hill road,195
30,45,Car,Mahindra,TUV300,Diesel,1.5,16,150,Moderate traffic,50,Highway,150
20,30,Car,Mahindra,TUV300,Petrol,1.2,13,195,Light traffic,20,Local road,195
40,55,Car,Mahindra,TUV300,Diesel,1.5,16,150,Normal traffic,0,Hill road,150
50,60,Car,Mahindra,TUV300,Petrol,1.2,13,195,Heavy traffic,100,Highway,195
30,45,Car,Mahindra,TUV300,Diesel,1.5,16,150,Moderate traffic,50,Local road,150
20,30,Car,Mahindra,TUV300,Petrol,1.2,13,195,Light traffic,20,Hill road,195
40,55,Car,Mahindra,TUV300,Diesel,1.5,16,150,Normal traffic,0,Highway,150
50,60,Car,Mahindra,TUV300,Petrol,1.2,13,195,Heavy traffic,100,Hill road,195
30,45,Car,Mahindra,TUV300,Diesel,1.5,16,150,Moderate traffic,50,Highway,150
20,30,Car,Mahindra,TUV300,Petrol,1.2,13,195,Light traffic,20,Local road,195
40,55,Car,Mahindra,TUV300,Diesel,1.5,16,150,Normal traffic,0,Hill road,150
50,60,Car,Mahindra,TUV300,Petrol,1.2,13,195,Heavy traffic,100,Highway,195
30,45,Car,Mahindra,TUV300,Diesel,1.5,16,150,Moderate traffic,50,Local road,150
50,60,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Heavy traffic,100,Highway,210
30,45,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Moderate traffic,50,Local road,210
20,30,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Light traffic,20,Hill road,210
40,55,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Normal traffic,0,Highway,210
50,60,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Heavy traffic,100,Hill road,210
30,45,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Moderate traffic,50,Highway,210
20,30,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Light traffic,20,Local road,210
40,55,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Normal traffic,0,Hill road,210
50,60,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Heavy traffic,100,Highway,210
30,45,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Moderate traffic,50,Local road,210
20,30,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Light traffic,20,Hill road,210
40,55,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Normal traffic,0,Highway,210
50,60,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Heavy traffic,100,Hill road,210
30,45,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Moderate traffic,50,Highway,210
20,30,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Light traffic,20,Local road,210
40,55,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Normal traffic,0,Hill road,210
50,60,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Heavy traffic,100,Highway,210
30,45,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Moderate traffic,50,Local road,210
20,30,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Light traffic,20,Hill road,210
40,55,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Normal traffic,0,Highway,210
50,60,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Heavy traffic,100,Hill road,210
30,45,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Moderate traffic,50,Highway,210
20,30,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Light traffic,20,Local road,210
40,55,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Normal traffic,0,Hill road,210
50,60,Car,Mahindra,Alturas G4,Diesel,2.2,12,210,Heavy traffic,100,Highway,210
50,60,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Heavy traffic,100,Highway,0
30,45,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Moderate traffic,50,Local road,0
20,30,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Light traffic,20,Hill road,0
40,55,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Normal traffic,0,Highway,0
50,60,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Heavy traffic,100,Hill road,0
30,45,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Moderate traffic,50,Highway,0
20,30,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Light traffic,20,Local road,0
40,55,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Normal traffic,0,Hill road,0
50,60,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Heavy traffic,100,Highway,0
30,45,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Moderate traffic,50,Local road,0
20,30,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Light traffic,20,Hill road,0
40,55,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Normal traffic,0,Highway,0
50,60,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Heavy traffic,100,Hill road,0
30,45,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Moderate traffic,50,Highway,0
20,30,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Light traffic,20,Local road,0
40,55,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Normal traffic,0,Hill road,0
50,60,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Heavy traffic,100,Highway,0
30,45,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Moderate traffic,50,Local road,0
20,30,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Light traffic,20,Hill road,0
40,55,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Normal traffic,0,Highway,0
50,60,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Heavy traffic,100,Hill road,0
30,45,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Moderate traffic,50,Highway,0
20,30,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Light traffic,20,Local road,0
40,55,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Normal traffic,0,Hill road,0
50,60,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Heavy traffic,100,Highway,0
30,45,Car,Mahindra,e2oPlus,Electric,Electric,5,0,Moderate traffic,50,Local road,0
50,60,Car,Honda,Jazz,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,Jazz,Petrol,1.2,18,120,Moderate traffic,50,Local road,100
20,30,Car,Honda,Jazz,Diesel,1.5,25,95,Light traffic,20,Hill road,76
40,55,Car,Honda,Jazz,Diesel,1.5,25,95,Normal traffic,0,Highway,76
50,60,Car,Honda,Jazz,Petrol,1.2,18,120,Heavy traffic,100,Hill road,100
30,45,Car,Honda,Jazz,Petrol,1.2,18,120,Moderate traffic,50,Highway,100
20,30,Car,Honda,Jazz,Diesel,1.5,25,95,Light traffic,20,Local road,76
40,55,Car,Honda,Jazz,Diesel,1.5,25,95,Normal traffic,0,Hill road,76
50,60,Car,Honda,Jazz,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,Jazz,Petrol,1.2,18,120,Moderate traffic,50,Local road,100
20,30,Car,Honda,Jazz,Diesel,1.5,25,95,Light traffic,20,Hill road,76
40,55,Car,Honda,Jazz,Diesel,1.5,25,95,Normal traffic,0,Highway,76
50,60,Car,Honda,Jazz,Petrol,1.2,18,120,Heavy traffic,100,Hill road,100
30,45,Car,Honda,Jazz,Petrol,1.2,18,120,Moderate traffic,50,Highway,100
20,30,Car,Honda,Jazz,Diesel,1.5,25,95,Light traffic,20,Local road,76
40,55,Car,Honda,Jazz,Diesel,1.5,25,95,Normal traffic,0,Hill road,76
50,60,Car,Honda,Jazz,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,Jazz,Petrol,1.2,18,120,Moderate traffic,50,Local road,100
20,30,Car,Honda,Jazz,Diesel,1.5,25,95,Light traffic,20,Hill road,76
50,60,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Heavy traffic,100,Highway,120
30,45,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Moderate traffic,50,Local road,100
20,30,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Light traffic,20,Hill road,120
40,55,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Normal traffic,0,Highway,100
50,60,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Heavy traffic,100,Hill road,120
30,45,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Moderate traffic,50,Highway,100
20,30,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Light traffic,20,Local road,120
40,55,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Normal traffic,0,Hill road,100
50,60,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Heavy traffic,100,Highway,120
30,45,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Moderate traffic,50,Local road,100
20,30,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Light traffic,20,Hill road,120
40,55,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Normal traffic,0,Highway,100
50,60,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Heavy traffic,100,Hill road,120
30,45,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Moderate traffic,50,Highway,100
20,30,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Light traffic,20,Local road,120
40,55,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Normal traffic,0,Hill road,100
50,60,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Heavy traffic,100,Highway,120
30,45,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Moderate traffic,50,Local road,100
20,30,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Light traffic,20,Hill road,120
40,55,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Normal traffic,0,Highway,100
50,60,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Heavy traffic,100,Hill road,120
30,45,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Moderate traffic,50,Highway,100
20,30,Car,Honda,Amaze,Petrol,1.2L i-VTEC,19,120,Light traffic,20,Local road,120
40,55,Car,Honda,Amaze,Diesel,1.5L i-DTEC,24,100,Normal traffic,0,Hill road,100
50,60,Car,Honda,City,Petrol,1.5L,18,120,Heavy traffic,100,Highway,120
30,45,Car,Honda,City,Diesel,1.5L,24,90,Moderate traffic,50,Local road,90
20,30,Car,Honda,City,Petrol,1.5L,18,120,Light traffic,20,Hill road,120
40,55,Car,Honda,City,Diesel,1.5L,24,90,Normal traffic,0,Highway,90
50,60,Car,Honda,City,Petrol,1.5L,18,120,Heavy traffic,100,Hill road,120
30,45,Car,Honda,City,Diesel,1.5L,24,90,Moderate traffic,50,Highway,90
20,30,Car,Honda,City,Petrol,1.5L,18,120,Light traffic,20,Local road,120
40,55,Car,Honda,City,Diesel,1.5L,24,90,Normal traffic,0,Hill road,90
50,60,Car,Honda,City,Petrol,1.5L,18,120,Heavy traffic,100,Highway,120
30,45,Car,Honda,City,Diesel,1.5L,24,90,Moderate traffic,50,Local road,90
20,30,Car,Honda,City,Petrol,1.5L,18,120,Light traffic,20,Hill road,120
40,55,Car,Honda,City,Diesel,1.5L,24,90,Normal traffic,0,Highway,90
50,60,Car,Honda,City,Petrol,1.5L,18,120,Heavy traffic,100,Hill road,120
30,45,Car,Honda,City,Diesel,1.5L,24,90,Moderate traffic,50,Highway,90
20,30,Car,Honda,City,Petrol,1.5L,18,120,Light traffic,20,Local road,120
40,55,Car,Honda,City,Diesel,1.5L,24,90,Normal traffic,0,Hill road,90
50,60,Car,Honda,City,Petrol,1.5L,18,120,Heavy traffic,100,Highway,120
30,45,Car,Honda,City,Diesel,1.5L,24,90,Moderate traffic,50,Local road,90
20,30,Car,Honda,City,Petrol,1.5L,18,120,Light traffic,20,Hill road,120
40,55,Car,Honda,City,Diesel,1.5L,24,90,Normal traffic,0,Highway,90
50,60,Car,Honda,City,Petrol,1.5L,18,120,Heavy traffic,100,Hill road,120
30,45,Car,Honda,City,Diesel,1.5L,24,90,Moderate traffic,50,Highway,90
20,30,Car,Honda,City,Petrol,1.5L,18,120,Light traffic,20,Local road,120
40,55,Car,Honda,City,Diesel,1.5L,24,90,Normal traffic,0,Hill road,90
50,60,Car,Honda,City,Petrol,1.5L,18,120,Heavy traffic,100,Highway,120
30,45,Car,Honda,City,Diesel,1.5L,24,90,Moderate traffic,50,Local road,90
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Local road,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Hill road,76
40,55,Car,Honda,WR-V,Petrol,1.2,18,120,Normal traffic,0,Highway,100
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Hill road,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Highway,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Local road,76
40,55,Car,Honda,WR-V,Petrol,1.2,18,120,Normal traffic,0,Hill road,100
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Local road,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Hill road,76
40,55,Car,Honda,WR-V,Petrol,1.2,18,120,Normal traffic,0,Highway,100
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Hill road,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Highway,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Local road,76
40,55,Car,Honda,WR-V,Petrol,1.2,18,120,Normal traffic,0,Hill road,100
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Local road,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Hill road,76
50,60,Car,Honda,CR-V,Petrol,2,14,155,Heavy traffic,100,Highway,108
30,45,Car,Honda,CR-V,Diesel,1.6,18,120,Moderate traffic,50,Local road,100
20,30,Car,Honda,CR-V,Petrol,2,14,155,Light traffic,20,Hill road,108
40,55,Car,Honda,CR-V,Diesel,1.6,18,120,Normal traffic,0,Highway,100
50,60,Car,Honda,CR-V,Petrol,2,14,155,Heavy traffic,100,Hill road,108
30,45,Car,Honda,CR-V,Diesel,1.6,18,120,Moderate traffic,50,Highway,100
20,30,Car,Honda,CR-V,Petrol,2,14,155,Light traffic,20,Local road,108
40,55,Car,Honda,CR-V,Diesel,1.6,18,120,Normal traffic,0,Hill road,100
50,60,Car,Honda,CR-V,Petrol,2,14,155,Heavy traffic,100,Highway,108
30,45,Car,Honda,CR-V,Diesel,1.6,18,120,Moderate traffic,50,Local road,100
20,30,Car,Honda,CR-V,Petrol,2,14,155,Light traffic,20,Hill road,108
40,55,Car,Honda,CR-V,Diesel,1.6,18,120,Normal traffic,0,Highway,100
50,60,Car,Honda,CR-V,Petrol,2,14,155,Heavy traffic,100,Hill road,108
30,45,Car,Honda,CR-V,Diesel,1.6,18,120,Moderate traffic,50,Highway,100
20,30,Car,Honda,CR-V,Petrol,2,14,155,Light traffic,20,Local road,108
40,55,Car,Honda,CR-V,Diesel,1.6,18,120,Normal traffic,0,Hill road,100
50,60,Car,Honda,CR-V,Petrol,2,14,155,Heavy traffic,100,Highway,108
30,45,Car,Honda,CR-V,Diesel,1.6,18,120,Moderate traffic,50,Local road,100
20,30,Car,Honda,CR-V,Petrol,2,14,155,Light traffic,20,Hill road,108
50,60,Car,Honda,Accord Hybrid,Hybrid,2,20,90,Heavy traffic,100,Highway,75
30,45,Car,Honda,Accord Hybrid,Hybrid,2,22,85,Moderate traffic,50,Local road,70
20,30,Car,Honda,Accord Hybrid,Hybrid,2,25,80,Light traffic,20,Hill road,65
40,55,Car,Honda,Accord Hybrid,Hybrid,2,18,95,Normal traffic,0,Highway,80
50,60,Car,Honda,Accord Hybrid,Hybrid,2,20,90,Heavy traffic,100,Hill road,75
30,45,Car,Honda,Accord Hybrid,Hybrid,2,22,85,Moderate traffic,50,Highway,70
20,30,Car,Honda,Accord Hybrid,Hybrid,2,25,80,Light traffic,20,Local road,65
40,55,Car,Honda,Accord Hybrid,Hybrid,2,18,95,Normal traffic,0,Hill road,80
50,60,Car,Honda,Accord Hybrid,Hybrid,2,20,90,Heavy traffic,100,Highway,75
30,45,Car,Honda,Accord Hybrid,Hybrid,2,22,85,Moderate traffic,50,Local road,70
20,30,Car,Honda,Accord Hybrid,Hybrid,2,25,80,Light traffic,20,Hill road,65
40,55,Car,Honda,Accord Hybrid,Hybrid,2,18,95,Normal traffic,0,Highway,80
50,60,Car,Honda,Accord Hybrid,Hybrid,2,20,90,Heavy traffic,100,Hill road,75
30,45,Car,Honda,Accord Hybrid,Hybrid,2,22,85,Moderate traffic,50,Highway,70
20,30,Car,Honda,Accord Hybrid,Hybrid,2,25,80,Light traffic,20,Local road,65
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Local road,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Hill road,76
40,55,Car,Honda,WR-V,Petrol,1.2,18,120,Normal traffic,0,Highway,100
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Hill road,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Highway,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Local road,76
40,55,Car,Honda,WR-V,Petrol,1.2,18,120,Normal traffic,0,Hill road,100
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Local road,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Hill road,76
40,55,Car,Honda,WR-V,Petrol,1.2,18,120,Normal traffic,0,Highway,100
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Hill road,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Highway,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Local road,76
40,55,Car,Honda,WR-V,Petrol,1.2,18,120,Normal traffic,0,Hill road,100
50,60,Car,Honda,WR-V,Petrol,1.2,18,120,Heavy traffic,100,Highway,100
30,45,Car,Honda,WR-V,Diesel,1.5,25,95,Moderate traffic,50,Local road,76
20,30,Car,Honda,WR-V,Diesel,1.5,25,95,Light traffic,20,Hill road,76
55,70,Car,Toyota,Camry,Petrol,2.5,14.5,123,Heavy traffic,120,Hill road,83.5
30,40,Car,Toyota,Camry,Petrol,2,15.2,119,Moderate traffic,50,Local road,78.6
45,50,Car,Toyota,Camry,Petrol,2.2,14.8,122,Normal traffic,80,Highway,86.6
35,45,Car,Toyota,Camry,Petrol,2.4,14.6,124,Light traffic,30,Hill road,85.4
40,55,Car,Toyota,Camry,Petrol,2.3,15.1,121,Normal traffic,70,Highway,79.9
50,60,Car,Toyota,Camry,Petrol,2.5,14.9,122,Heavy traffic,110,Hill road,81.8
25,35,Car,Toyota,Camry,Petrol,2.1,15.3,118,Light traffic,40,Local road,77.1
60,65,Car,Toyota,Camry,Petrol,2.6,14.4,124,Heavy traffic,130,Hill road,88
55,70,Car,Toyota,Camry,Petrol,2.5,14.5,123,Heavy traffic,120,Hill road,83.5
30,40,Car,Toyota,Camry,Petrol,2,15.2,119,Moderate traffic,50,Local road,78.6
45,50,Car,Toyota,Camry,Petrol,2.2,14.8,122,Normal traffic,80,Highway,86.6
35,45,Car,Toyota,Camry,Petrol,2.4,14.6,124,Light traffic,30,Hill road,85.4
40,55,Car,Toyota,Camry,Petrol,2.3,15.1,121,Normal traffic,70,Highway,79.9
50,60,Car,Toyota,Camry,Petrol,2.5,14.9,122,Heavy traffic,110,Hill road,81.8
25,35,Car,Toyota,Camry,Petrol,2.1,15.3,118,Light traffic,40,Local road,77.1
60,65,Car,Toyota,Camry,Petrol,2.6,14.4,124,Heavy traffic,130,Hill road,88
55,70,Car,Toyota,Camry,Petrol,2.5,14.5,123,Heavy traffic,120,Hill road,83.5
30,40,Car,Toyota,Camry,Petrol,2,15.2,119,Moderate traffic,50,Local road,78.6
45,50,Car,Toyota,Camry,Petrol,2.2,14.8,122,Normal traffic,80,Highway,86.6
35,45,Car,Toyota,Camry,Petrol,2.4,14.6,124,Light traffic,30,Hill road,85.4
40,55,Car,Toyota,Camry,Petrol,2.3,15.1,121,Normal traffic,70,Highway,79.9
50,60,Car,Toyota,Camry,Petrol,2.5,14.9,122,Heavy traffic,110,Hill road,81.8
25,35,Car,Toyota,Camry,Petrol,2.1,15.3,118,Light traffic,40,Local road,77.1
60,65,Car,Toyota,Camry,Petrol,2.6,14.4,124,Heavy traffic,130,Hill road,88
55,70,Car,Toyota,Camry,Petrol,2.5,14.5,123,Heavy traffic,120,Hill road,83.5
30,40,Car,Toyota,Camry,Petrol,2,15.2,119,Moderate traffic,50,Local road,78.6
45,50,Car,Toyota,Camry,Petrol,2.2,14.8,122,Normal traffic,80,Highway,86.6
35,45,Car,Toyota,Camry,Petrol,2.4,14.6,124,Light traffic,30,Hill road,85.4
40,55,Car,Toyota,Camry,Petrol,2.3,15.1,121,Normal traffic,70,Highway,79.9
50,60,Car,Toyota,Camry,Petrol,2.5,14.9,122,Heavy traffic,110,Hill road,81.8
25,35,Car,Toyota,Camry,Petrol,2.1,15.3,118,Light traffic,40,Local road,77.1
60,65,Car,Toyota,Camry,Petrol,2.6,14.4,124,Heavy traffic,130,Hill road,88
45,70,Car,Toyota,Camry,Petrol,2.4,14.7,123,Heavy traffic,100,Hill road,81.6
55,50,Car,Toyota,Camry,Petrol,2.3,15.2,119,Moderate traffic,70,Local road,77.8
30,55,Car,Toyota,Camry,Petrol,2.2,14.9,121,Normal traffic,90,Highway,86.2
35,40,Car,Toyota,Camry,Petrol,2.1,15.4,118,Light traffic,60,Hill road,84.6
50,60,Bike,Yamaha,RX 100,Petrol,100,40,80,Heavy traffic,150,Hill road,80
30,45,Bike,Yamaha,RX 100,Petrol,100,45,90,Moderate traffic,100,Local road,60
20,30,Bike,Yamaha,RX 100,Petrol,100,50,100,Light traffic,50,Hill road,40
40,55,Bike,Yamaha,RX 100,Petrol,100,42,84,Normal traffic,75,Highway,42.86
50,60,Bike,Yamaha,RX 100,Petrol,100,40,80,Heavy traffic,150,Hill road,80
30,45,Bike,Yamaha,RX 100,Petrol,100,45,90,Moderate traffic,100,Local road,60
20,30,Bike,Yamaha,RX 100,Petrol,100,50,100,Light traffic,50,Hill road,40
40,55,Bike,Yamaha,RX 100,Petrol,100,42,84,Normal traffic,75,Highway,42.86
50,60,Bike,Yamaha,RX 100,Petrol,100,40,80,Heavy traffic,150,Hill road,80
30,45,Bike,Yamaha,RX 100,Petrol,100,45,90,Moderate traffic,100,Local road,60
20,30,Bike,Yamaha,RX 100,Petrol,100,50,100,Light traffic,50,Hill road,40
40,55,Bike,Yamaha,RX 100,Petrol,100,42,84,Normal traffic,75,Highway,42.86
50,60,Bike,Yamaha,RX 100,Petrol,100,40,80,Heavy traffic,150,Hill road,80
30,45,Bike,Yamaha,RX 100,Petrol,100,45,90,Moderate traffic,100,Local road,60
20,30,Bike,Yamaha,RX 100,Petrol,100,50,100,Light traffic,50,Hill road,40
40,55,Bike,Yamaha,RX 100,Petrol,100,42,84,Normal traffic,75,Highway,42.86
50,60,Bike,Yamaha,RX 100,Petrol,100,40,80,Heavy traffic,150,Hill road,80
